,n steps,ACC,ROC AUC,PR AUC,eps
6,6,0.7547727272727273,0.7546183119273644,0.6798741692224075,0.03162277660168379
7,7,0.755,0.7548482278891164,0.6801022729208719,0.03162277660168379
8,8,0.7546969696969696,0.7545448904883042,0.6797872737627517,0.03162277660168379
9,9,0.7548484848484849,0.7547013850109959,0.6799284180003383,0.03162277660168379
10,10,0.7547727272727273,0.7546279635719358,0.6798415310782933,0.03162277660168379
11,11,0.7546969696969696,0.7545545421328755,0.6797546711649278,0.03162277660168379
12,12,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
13,13,0.7546212121212121,0.7544811206938153,0.6796678382476504,0.03162277660168379
14,14,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
15,15,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
16,16,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
17,17,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
18,18,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
19,19,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
20,20,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
21,21,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
22,22,0.7546969696969696,0.7545545421328755,0.6797546711649278,0.03162277660168379
23,23,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
24,24,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
25,25,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
26,26,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
27,27,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
28,28,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
29,29,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
30,30,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
31,31,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
32,32,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
33,33,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
34,34,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
35,35,0.7546969696969696,0.7545593679551612,0.679738387384025,0.03162277660168379
36,36,0.7547727272727273,0.7546327893942214,0.6798252295435394,0.03162277660168379
